CustomerID,SubscriptionDuration,PaymentFrequency,UsageFrequency,CustomerSupportInteractions,Churn
7313,29,annually,daily,20,0
7314,31,annually,weekly,22,0
7315,6,annually,daily,29,0
7316,23,annually,weekly,1,1
7317,10,monthly,monthly,14,0
7318,13,annually,daily,7,0
7319,33,monthly,daily,10,1
7320,16,annually,daily,1,0
7321,33,monthly,monthly,5,0
7322,29,annually,monthly,9,0
7323,27,monthly,weekly,21,0
7324,19,monthly,weekly,8,0
7325,29,annually,daily,25,0
7326,9,monthly,monthly,25,0
7327,23,annually,monthly,13,0
7328,32,annually,daily,1,0
7329,22,annually,weekly,15,0
7330,35,annually,daily,0,0
7331,1,monthly,monthly,20,0
7332,12,monthly,monthly,11,0
7333,9,annually,weekly,3,0
7334,24,annually,weekly,22,1
7335,22,monthly,daily,19,0
7336,30,annually,monthly,7,0
7337,9,monthly,weekly,24,0
7338,22,annually,monthly,13,0
7339,13,annually,monthly,5,0
7340,10,monthly,daily,20,0
7341,12,monthly,weekly,2,0
7342,34,annually,weekly,17,0
7343,25,monthly,monthly,26,1
7344,8,monthly,monthly,28,0
7345,22,annually,monthly,13,0
7346,30,monthly,weekly,6,0
7347,24,monthly,daily,18,0
7348,3,annually,weekly,20,0
7349,7,monthly,monthly,5,0
7350,21,monthly,monthly,12,0
7351,22,monthly,weekly,28,0
7352,18,monthly,monthly,1,0
7353,33,monthly,weekly,25,0
7354,19,annually,daily,15,0
7355,28,monthly,daily,19,0
7356,12,monthly,weekly,0,0
7357,22,monthly,weekly,15,0
7358,9,annually,weekly,29,0
7359,24,annually,weekly,10,0
7360,20,annually,weekly,11,0
7361,21,monthly,daily,17,0
7362,28,monthly,monthly,0,0
7363,7,annually,weekly,18,0
7364,29,annually,weekly,23,0
7365,12,monthly,daily,19,0
7366,7,monthly,weekly,20,0
7367,17,monthly,daily,24,0
7368,32,annually,weekly,16,1
7369,8,annually,daily,13,0
7370,26,monthly,weekly,26,0
7371,30,monthly,daily,28,1
7372,6,monthly,daily,6,1
7373,9,monthly,weekly,18,0
7374,5,monthly,daily,25,0
7375,34,monthly,weekly,17,0
7376,2,annually,monthly,24,1
7377,24,annually,weekly,12,0
7378,13,monthly,daily,18,0
7379,2,monthly,weekly,4,0
7380,8,annually,weekly,25,0
7381,29,annually,weekly,7,1
7382,9,annually,weekly,19,0
7383,25,monthly,daily,4,0
7384,1,annually,daily,15,0
7385,35,monthly,monthly,17,0
7386,16,monthly,weekly,1,1
7387,3,annually,monthly,22,0
7388,12,annually,monthly,19,0
7389,5,monthly,monthly,22,1
7390,32,annually,monthly,4,0
7391,7,annually,daily,8,0
7392,3,monthly,weekly,1,0
7393,11,monthly,weekly,16,0
7394,18,monthly,weekly,17,0
7395,13,annually,daily,12,0
7396,18,annually,weekly,12,1
7397,8,monthly,monthly,18,0
7398,12,monthly,monthly,13,1
7399,27,annually,weekly,8,0
7400,23,annually,weekly,17,0
7401,28,annually,weekly,21,0
7402,13,monthly,daily,19,1
7403,8,annually,daily,27,0
7404,19,annually,weekly,18,0
7405,18,monthly,daily,14,0
7406,8,monthly,weekly,25,0
7407,8,annually,monthly,4,1
7408,9,monthly,weekly,2,0
7409,21,monthly,daily,8,0
7410,12,annually,weekly,11,0
7411,25,annually,monthly,17,0
7412,27,annually,weekly,25,0
7413,14,annually,monthly,8,0
7414,13,annually,weekly,3,1
7415,12,annually,weekly,11,1
7416,15,monthly,monthly,8,1
7417,20,monthly,weekly,29,0
7418,35,annually,daily,19,1
7419,19,monthly,monthly,23,0
7420,2,annually,daily,9,0
7421,32,monthly,monthly,6,0
7422,6,annually,monthly,29,0
7423,9,annually,daily,10,1
7424,33,annually,daily,11,0
7425,7,annually,daily,15,0
7426,34,monthly,monthly,26,0
7427,1,annually,monthly,7,0
7428,4,monthly,weekly,6,0
7429,6,annually,monthly,29,1
7430,35,annually,weekly,17,0
7431,2,monthly,daily,8,0
7432,12,annually,monthly,19,1
7433,14,annually,daily,22,0
7434,13,monthly,weekly,15,0
7435,13,annually,monthly,4,0
7436,18,annually,weekly,19,0
7437,26,monthly,weekly,0,0
7438,27,monthly,weekly,2,0
7439,35,annually,monthly,24,0
7440,9,annually,daily,12,0
7441,8,monthly,daily,3,0
7442,14,monthly,daily,7,0
7443,9,monthly,weekly,29,0
7444,27,monthly,monthly,19,0
7445,20,annually,monthly,3,0
7446,31,monthly,daily,6,0
7447,12,annually,monthly,12,0
7448,20,monthly,monthly,26,0
7449,23,monthly,monthly,25,1
7450,20,monthly,weekly,5,0
7451,35,annually,weekly,28,0
7452,10,monthly,monthly,26,0
7453,19,annually,daily,13,1
7454,6,annually,monthly,10,0
7455,27,monthly,monthly,14,0
7456,16,annually,daily,10,0
7457,32,annually,daily,22,0
7458,12,monthly,weekly,21,0
7459,3,monthly,daily,17,0
7460,15,annually,daily,22,0
7461,13,monthly,weekly,15,1
7462,11,annually,daily,27,0
7463,8,monthly,weekly,21,0
7464,23,annually,daily,21,1
7465,16,annually,daily,11,0
7466,4,monthly,daily,14,0
7467,16,monthly,monthly,9,0
7468,33,annually,daily,18,0
7469,3,monthly,weekly,20,0
7470,26,annually,weekly,14,0
7471,7,annually,daily,26,0
7472,14,annually,daily,5,0
7473,13,annually,weekly,18,0
7474,31,monthly,weekly,3,0
7475,26,monthly,monthly,5,1
7476,2,annually,weekly,19,0
7477,16,monthly,monthly,0,1
7478,9,annually,daily,29,0
7479,28,monthly,weekly,22,0
7480,1,monthly,monthly,18,0
7481,29,monthly,daily,0,0
7482,20,annually,weekly,20,0
7483,35,annually,weekly,16,0
7484,6,annually,daily,0,0
7485,35,monthly,monthly,2,0
7486,35,annually,weekly,28,0
7487,2,annually,monthly,14,1
7488,33,annually,monthly,27,0
7489,1,annually,daily,3,0
7490,3,annually,daily,19,0
7491,6,annually,weekly,2,0
7492,13,monthly,monthly,22,0
7493,2,annually,weekly,23,1
7494,8,annually,weekly,10,1
7495,35,monthly,monthly,21,1
7496,32,monthly,weekly,25,1
7497,25,annually,monthly,27,0
7498,15,annually,weekly,12,0
7499,32,monthly,daily,12,0
7500,22,monthly,weekly,8,0
7501,20,annually,daily,22,1
7502,32,annually,monthly,6,1
7503,24,monthly,monthly,17,0
7504,33,monthly,daily,3,0
7505,1,annually,daily,4,1
7506,21,annually,daily,12,0
7507,9,monthly,daily,9,1
7508,6,monthly,monthly,15,0
7509,26,annually,weekly,20,1
7510,7,monthly,monthly,4,0
7511,19,annually,daily,24,0
7512,24,monthly,weekly,27,0
7513,6,annually,monthly,15,0
7514,11,monthly,weekly,5,0
7515,21,annually,monthly,19,0
7516,1,annually,monthly,26,0
7517,32,monthly,daily,8,0
7518,8,monthly,daily,23,1
7519,17,monthly,daily,10,0
7520,18,monthly,weekly,6,1
7521,17,annually,weekly,3,1
7522,21,monthly,monthly,18,0
7523,24,monthly,daily,0,0
7524,25,annually,monthly,15,0
7525,11,monthly,weekly,0,0
7526,22,monthly,monthly,12,0
7527,21,annually,daily,19,0
7528,28,monthly,weekly,9,0
7529,21,monthly,weekly,8,1
7530,21,annually,daily,0,0
7531,19,monthly,daily,25,0
7532,20,annually,monthly,19,0
7533,11,monthly,weekly,3,0
7534,8,annually,monthly,26,0
7535,32,annually,daily,21,0
7536,15,monthly,daily,23,0
7537,30,monthly,daily,22,1
7538,32,monthly,daily,9,0
7539,34,annually,daily,11,0
7540,31,annually,monthly,4,0
7541,34,monthly,daily,15,0
7542,30,monthly,monthly,29,0
7543,9,monthly,monthly,25,0
7544,7,monthly,daily,29,1
7545,9,monthly,monthly,28,0
7546,35,monthly,monthly,3,0
7547,11,annually,daily,13,0
7548,25,annually,daily,25,1
7549,26,monthly,daily,27,0
7550,31,annually,daily,29,0
7551,10,annually,daily,0,0
7552,31,annually,daily,1,0
7553,35,monthly,monthly,1,0
7554,28,annually,daily,9,1
7555,8,monthly,monthly,19,0
7556,26,monthly,monthly,12,0
7557,17,monthly,daily,2,0
7558,3,annually,weekly,9,0
7559,31,annually,weekly,20,0
7560,5,annually,monthly,10,0
7561,9,annually,monthly,12,0
7562,21,annually,monthly,21,0
7563,34,annually,monthly,11,1
7564,7,annually,monthly,10,0
7565,30,annually,weekly,2,0
7566,7,monthly,weekly,14,0
7567,27,annually,monthly,12,1
7568,34,annually,weekly,4,1
7569,21,annually,daily,10,0
7570,16,monthly,weekly,16,1
7571,12,annually,daily,29,0
7572,16,annually,weekly,11,0
7573,22,monthly,weekly,15,0
7574,28,annually,daily,8,0
7575,19,annually,weekly,16,0
7576,11,monthly,daily,12,0
7577,13,monthly,weekly,20,0
7578,3,monthly,weekly,8,0
7579,12,annually,monthly,23,0
7580,7,annually,daily,16,0
7581,34,annually,monthly,8,1
7582,24,monthly,monthly,25,1
7583,31,annually,monthly,0,0
7584,27,annually,weekly,17,0
7585,25,monthly,daily,13,0
7586,4,monthly,daily,3,1
7587,21,monthly,daily,21,1
7588,24,annually,daily,23,0
7589,12,monthly,weekly,12,1
7590,5,monthly,weekly,1,0
7591,7,monthly,daily,25,0
7592,30,annually,daily,23,0
7593,11,annually,weekly,27,0
7594,25,monthly,monthly,1,1
7595,22,annually,monthly,7,0
7596,10,monthly,monthly,6,0
7597,11,monthly,monthly,28,0
7598,10,monthly,daily,6,0
7599,12,annually,weekly,7,1
7600,20,monthly,monthly,23,0
7601,30,monthly,monthly,18,0
7602,29,monthly,monthly,11,0
7603,7,annually,daily,24,1
7604,3,annually,weekly,14,0
7605,10,annually,daily,7,0
7606,9,monthly,monthly,6,0
7607,9,annually,weekly,5,0
7608,4,annually,daily,17,0
7609,17,monthly,monthly,8,0
7610,9,annually,daily,21,0
7611,10,monthly,monthly,24,0
7612,28,annually,weekly,21,1
7613,24,annually,monthly,25,0
7614,28,annually,monthly,21,0
7615,27,monthly,monthly,24,0
7616,28,annually,daily,24,1
7617,1,monthly,monthly,11,0
7618,2,monthly,weekly,11,1
7619,23,monthly,daily,4,0
7620,32,annually,daily,5,1
7621,19,annually,daily,9,0
7622,26,annually,weekly,28,0
7623,5,annually,daily,25,0
7624,13,monthly,daily,11,0
7625,1,annually,daily,15,0
7626,20,monthly,monthly,11,0
7627,32,monthly,monthly,14,0
7628,5,monthly,monthly,24,0
7629,26,annually,monthly,29,1
7630,29,monthly,daily,17,1
7631,22,monthly,monthly,1,1
7632,24,annually,weekly,13,0
7633,31,annually,daily,5,0
7634,33,annually,monthly,26,0
7635,16,annually,weekly,2,1
7636,29,annually,weekly,18,0
7637,10,monthly,weekly,15,0
7638,14,monthly,weekly,28,0
7639,27,monthly,weekly,19,0
7640,4,annually,weekly,26,1
7641,25,monthly,monthly,9,0
7642,26,monthly,monthly,1,0
7643,10,annually,weekly,14,1
7644,25,monthly,daily,20,0
7645,25,annually,weekly,16,0
7646,18,annually,monthly,12,1
7647,35,annually,monthly,9,0
7648,22,monthly,weekly,19,0
7649,22,monthly,weekly,11,0
7650,24,annually,weekly,17,1
7651,11,monthly,weekly,26,0
7652,16,annually,monthly,21,0
7653,31,monthly,monthly,16,0
7654,7,monthly,daily,23,0
7655,31,monthly,monthly,2,0
7656,34,annually,daily,15,0
7657,9,annually,monthly,8,0
7658,12,monthly,weekly,10,1
7659,32,annually,daily,2,0
7660,30,monthly,monthly,29,0
7661,27,annually,monthly,24,0
7662,10,annually,weekly,10,0
7663,32,monthly,monthly,17,0
7664,18,monthly,weekly,2,1
7665,26,monthly,weekly,11,0
7666,19,annually,monthly,5,0
7667,35,monthly,daily,2,0
7668,9,monthly,monthly,14,0
7669,11,annually,daily,19,1
7670,1,monthly,monthly,5,0
7671,34,monthly,monthly,17,0
7672,30,annually,weekly,12,1
7673,12,monthly,weekly,18,0
7674,35,annually,monthly,11,0
7675,18,annually,weekly,28,0
7676,12,monthly,monthly,0,0
7677,16,annually,monthly,0,0
7678,18,annually,monthly,11,0
7679,6,annually,monthly,16,0
7680,12,monthly,daily,11,0
7681,3,annually,daily,20,0
7682,27,annually,monthly,5,0
7683,26,annually,monthly,16,0
7684,12,monthly,daily,9,0
7685,13,annually,daily,24,0
7686,23,annually,weekly,8,0
7687,21,monthly,monthly,6,0
7688,33,monthly,weekly,14,0
7689,2,monthly,weekly,4,1
7690,20,annually,daily,9,0
7691,15,monthly,daily,13,1
7692,20,annually,daily,3,0
7693,10,annually,weekly,24,0
7694,35,annually,weekly,27,0
7695,7,monthly,daily,8,0
7696,22,monthly,daily,7,0
7697,19,monthly,monthly,25,0
7698,17,annually,monthly,22,0
7699,7,monthly,monthly,25,0
7700,16,annually,daily,8,0
7701,14,monthly,weekly,11,0
7702,21,annually,monthly,18,0
7703,2,annually,monthly,4,0
7704,31,monthly,weekly,12,0
7705,34,annually,daily,5,1
7706,8,annually,monthly,22,1
7707,31,annually,monthly,8,0
7708,22,annually,weekly,11,0
7709,4,monthly,monthly,2,0
7710,26,monthly,daily,10,1
7711,23,annually,monthly,10,0
7712,2,monthly,weekly,26,0
7713,1,annually,monthly,14,0
7714,13,monthly,monthly,28,0
7715,23,annually,weekly,21,1
7716,21,monthly,daily,20,0
7717,29,annually,monthly,16,0
7718,14,annually,daily,3,1
7719,6,monthly,monthly,16,0
7720,19,monthly,monthly,19,0
7721,14,monthly,weekly,14,0
7722,7,annually,weekly,4,0
7723,31,annually,daily,26,0
7724,6,monthly,daily,1,0
7725,23,monthly,daily,13,1
7726,34,annually,monthly,23,0
7727,5,monthly,daily,14,0
7728,15,annually,monthly,29,0
7729,13,annually,daily,17,0
7730,7,annually,daily,18,0
7731,28,annually,weekly,12,0
7732,4,annually,daily,4,0
7733,18,monthly,daily,7,0
7734,13,monthly,monthly,16,0
7735,32,monthly,daily,12,0
7736,16,monthly,weekly,9,0
7737,18,monthly,monthly,6,0
7738,12,annually,monthly,23,0
7739,2,monthly,monthly,26,0
7740,23,monthly,weekly,4,0
7741,6,monthly,daily,16,0
7742,4,monthly,monthly,4,0
7743,18,annually,daily,26,0
7744,25,monthly,daily,22,1
7745,18,annually,daily,14,0
7746,22,annually,monthly,19,0
7747,1,annually,monthly,17,0
7748,19,annually,monthly,4,1
7749,18,annually,monthly,12,0
7750,29,monthly,weekly,15,1
7751,16,monthly,daily,5,1
7752,32,monthly,weekly,14,0
7753,2,monthly,monthly,2,0
7754,15,annually,weekly,19,0
7755,33,monthly,weekly,16,0
7756,3,annually,weekly,0,0
7757,21,annually,daily,18,0
7758,9,annually,daily,7,1
7759,18,annually,daily,22,0
7760,20,annually,daily,7,0
7761,35,annually,monthly,28,0
7762,9,annually,monthly,1,0
7763,24,monthly,weekly,7,0
7764,23,annually,monthly,6,0
7765,26,monthly,daily,22,0
7766,14,monthly,daily,0,0
7767,15,annually,weekly,4,0
7768,17,monthly,monthly,20,0
7769,26,monthly,daily,20,0
7770,25,monthly,weekly,22,0
7771,18,monthly,weekly,11,0
7772,31,monthly,monthly,23,0
7773,2,annually,monthly,29,1
7774,10,annually,daily,17,0
7775,2,monthly,daily,5,0
7776,25,annually,daily,22,0
7777,25,monthly,daily,26,0
7778,18,monthly,monthly,27,0
7779,7,annually,weekly,27,0
7780,15,monthly,weekly,2,0
7781,25,monthly,weekly,10,0
7782,24,annually,daily,14,1
7783,29,annually,monthly,1,0
7784,3,annually,monthly,2,0
7785,21,annually,monthly,21,1
7786,16,monthly,daily,1,0
7787,30,annually,weekly,23,0
7788,16,annually,daily,15,1
7789,9,annually,daily,7,0
7790,19,annually,daily,28,0
7791,32,annually,daily,16,0
7792,9,annually,monthly,19,1
7793,31,annually,weekly,28,0
7794,17,annually,weekly,4,0
7795,6,annually,daily,24,0
7796,23,annually,weekly,24,0
7797,14,annually,monthly,25,0
7798,16,monthly,monthly,27,0
7799,9,annually,weekly,24,0
7800,32,annually,weekly,19,0
7801,26,annually,weekly,22,0
7802,22,monthly,monthly,5,0
7803,17,annually,daily,10,0
7804,35,monthly,weekly,20,0
7805,10,annually,daily,14,0
7806,10,monthly,monthly,21,0
7807,30,monthly,daily,23,0
7808,31,monthly,daily,14,0
7809,11,annually,weekly,1,0
7810,31,annually,monthly,28,0
7811,28,monthly,weekly,23,1
7812,5,annually,weekly,20,0
7813,18,annually,daily,4,0
7814,11,monthly,weekly,24,1
7815,24,annually,monthly,4,0
7816,18,annually,weekly,13,1
7817,27,monthly,daily,9,0
7818,26,annually,weekly,25,0
7819,28,annually,monthly,4,1
7820,24,monthly,weekly,16,0
7821,34,annually,weekly,7,0
7822,31,annually,daily,14,0
7823,28,monthly,weekly,7,0
7824,17,annually,daily,28,0
7825,20,annually,monthly,28,0
7826,26,monthly,weekly,9,1
7827,9,annually,weekly,17,0
7828,30,annually,daily,9,0
7829,16,monthly,weekly,24,0
7830,1,monthly,daily,10,0
7831,12,monthly,monthly,29,0
7832,23,monthly,weekly,22,0
7833,35,monthly,weekly,18,0
7834,26,annually,weekly,7,1
7835,33,annually,weekly,3,0
7836,30,annually,weekly,4,0
7837,5,annually,monthly,6,0
7838,10,annually,daily,3,0
7839,4,monthly,monthly,27,1
7840,11,annually,monthly,7,0
7841,23,annually,weekly,13,0
7842,29,annually,monthly,21,0
7843,25,annually,weekly,7,0
7844,23,monthly,monthly,28,0
7845,5,annually,monthly,4,0
7846,21,monthly,weekly,8,0
7847,21,annually,monthly,21,0
7848,30,monthly,monthly,5,0
7849,15,monthly,weekly,25,1
7850,5,monthly,weekly,26,0
7851,24,monthly,weekly,15,0
7852,4,annually,weekly,5,0
7853,24,annually,weekly,24,1
7854,7,annually,weekly,7,0
7855,11,monthly,weekly,11,0
7856,15,monthly,weekly,21,1
7857,13,monthly,daily,14,1
7858,19,annually,daily,9,0
7859,25,monthly,daily,13,0
7860,9,annually,daily,28,0
7861,29,annually,monthly,1,0
7862,23,monthly,weekly,13,0
7863,9,monthly,daily,6,1
7864,19,annually,daily,24,0
7865,14,annually,daily,14,0
7866,28,annually,monthly,16,1
7867,15,monthly,weekly,9,0
7868,16,annually,monthly,23,0
7869,10,annually,monthly,19,0
7870,32,monthly,monthly,2,1
7871,12,monthly,daily,18,0
7872,30,annually,daily,10,0
7873,10,annually,monthly,16,0
7874,9,monthly,monthly,8,0
7875,2,annually,weekly,23,0
7876,26,annually,daily,7,0
7877,14,monthly,daily,26,0
7878,1,monthly,daily,23,0
7879,33,annually,daily,10,0
7880,10,monthly,daily,14,0
7881,33,monthly,weekly,26,0
7882,26,monthly,weekly,27,0
7883,20,annually,daily,5,0
7884,1,monthly,weekly,20,0
7885,26,annually,monthly,9,1
7886,30,monthly,weekly,27,0
7887,30,monthly,daily,25,1
7888,21,monthly,daily,23,0
7889,19,annually,weekly,24,0
7890,1,annually,monthly,3,0
7891,2,monthly,monthly,25,0
7892,23,monthly,monthly,12,1
7893,19,annually,daily,19,0
7894,9,annually,monthly,7,0
7895,22,monthly,weekly,6,0
7896,19,monthly,daily,24,0
7897,13,monthly,weekly,10,0
7898,16,monthly,weekly,23,0
7899,30,monthly,monthly,20,0
7900,16,monthly,daily,5,0
7901,8,monthly,weekly,13,0
7902,24,annually,weekly,19,0
7903,32,annually,daily,18,0
7904,22,monthly,daily,22,0
7905,15,monthly,daily,11,0
7906,26,monthly,daily,5,0
7907,19,monthly,monthly,18,0
7908,5,monthly,weekly,27,0
7909,32,monthly,weekly,14,0
7910,34,monthly,weekly,19,0
7911,7,annually,monthly,21,0
7912,34,monthly,monthly,27,0
7913,23,annually,daily,22,0
7914,10,monthly,monthly,29,0
7915,24,monthly,monthly,16,0
7916,24,monthly,weekly,23,0
7917,32,monthly,daily,22,1
7918,15,annually,daily,26,0
7919,10,annually,weekly,20,0
7920,25,monthly,weekly,24,0
7921,4,monthly,weekly,9,0
7922,6,annually,monthly,23,0
7923,11,monthly,monthly,26,0
7924,29,annually,daily,15,0
7925,32,monthly,monthly,15,0
7926,23,annually,daily,15,0
7927,9,annually,monthly,23,1
7928,11,annually,monthly,5,0
7929,22,annually,daily,7,0
7930,31,annually,weekly,13,0
7931,19,monthly,monthly,11,0
7932,31,annually,daily,9,0
7933,29,annually,monthly,9,0
7934,32,monthly,weekly,21,0
7935,31,monthly,daily,17,0
7936,33,monthly,monthly,1,1
7937,29,annually,weekly,20,0
7938,5,monthly,weekly,13,0
7939,2,monthly,daily,29,1
7940,35,annually,monthly,28,1
7941,35,monthly,weekly,15,0
7942,23,monthly,weekly,18,0
7943,7,monthly,daily,21,0
7944,26,monthly,weekly,4,1
7945,20,annually,daily,9,1
7946,10,annually,weekly,10,0
7947,35,annually,weekly,26,0
7948,23,monthly,daily,28,1
7949,29,annually,daily,4,1
7950,24,monthly,daily,2,0
7951,5,annually,daily,24,0
7952,24,monthly,monthly,28,0
7953,18,monthly,monthly,11,0
7954,9,monthly,monthly,4,0
7955,10,annually,monthly,22,1
7956,2,monthly,weekly,19,0
7957,32,monthly,daily,17,0
7958,16,annually,daily,23,0
7959,18,monthly,daily,25,0
7960,6,monthly,monthly,17,1
7961,8,monthly,weekly,21,1
7962,3,annually,monthly,22,0
7963,28,annually,monthly,3,0
7964,35,monthly,monthly,24,1
7965,7,monthly,monthly,29,0
7966,25,annually,weekly,6,0
7967,13,monthly,daily,8,0
7968,14,monthly,weekly,20,1
7969,30,annually,weekly,18,1
7970,30,annually,daily,28,0
7971,18,monthly,daily,16,0
7972,11,monthly,monthly,1,0
7973,28,annually,weekly,5,0
7974,31,monthly,monthly,29,0
7975,35,annually,monthly,29,0
7976,25,monthly,weekly,10,1
7977,3,monthly,monthly,1,0
7978,10,annually,monthly,1,0
7979,7,annually,monthly,19,0
7980,6,monthly,daily,12,1
7981,7,monthly,weekly,20,0
7982,34,annually,daily,13,0
7983,11,annually,monthly,21,0
7984,15,annually,monthly,20,0
7985,25,monthly,daily,17,1
7986,10,annually,weekly,7,0
7987,23,monthly,weekly,26,0
7988,3,monthly,weekly,0,1
7989,19,annually,weekly,24,0
7990,11,monthly,weekly,18,0
7991,33,annually,daily,28,0
7992,23,annually,monthly,17,1
7993,22,monthly,monthly,14,0
7994,10,annually,daily,9,0
7995,17,monthly,weekly,11,1
7996,24,annually,monthly,18,1
7997,28,annually,monthly,9,0
7998,24,annually,monthly,14,0
7999,15,annually,monthly,21,0
8000,33,monthly,monthly,5,0
8001,10,monthly,daily,10,1
8002,33,monthly,weekly,27,1
8003,23,monthly,daily,8,1
8004,31,annually,weekly,29,0
8005,9,monthly,daily,26,0
8006,34,monthly,daily,16,0
8007,13,monthly,monthly,23,1
8008,34,monthly,monthly,25,0
8009,25,annually,daily,18,1
8010,7,annually,monthly,11,0
8011,26,monthly,monthly,24,0
8012,6,annually,daily,23,0
8013,26,annually,monthly,26,0
8014,34,annually,monthly,21,0
8015,14,monthly,weekly,6,0
8016,8,monthly,daily,5,0
8017,16,monthly,daily,24,0
8018,20,monthly,weekly,18,0
8019,35,annually,monthly,29,0
8020,32,monthly,weekly,4,0
8021,27,monthly,monthly,15,0
8022,5,annually,weekly,0,1
8023,26,annually,daily,27,0
8024,26,annually,monthly,16,0
8025,21,annually,daily,25,0
8026,1,monthly,weekly,27,0
8027,11,monthly,monthly,28,1
8028,31,monthly,weekly,25,0
8029,12,monthly,monthly,24,1
8030,29,monthly,monthly,23,1
8031,13,annually,daily,12,1
8032,9,monthly,weekly,8,0
8033,6,annually,weekly,14,0
8034,6,annually,weekly,16,1
8035,11,annually,monthly,10,0
8036,1,annually,weekly,27,0
8037,20,monthly,daily,19,1
8038,27,monthly,weekly,28,1
8039,14,monthly,weekly,0,0
8040,25,monthly,weekly,12,0
8041,19,annually,weekly,0,0
8042,10,monthly,weekly,6,0
8043,13,monthly,daily,21,0
8044,28,annually,weekly,7,1
8045,14,annually,weekly,14,1
8046,9,annually,monthly,12,1
8047,35,annually,daily,26,0
8048,4,annually,weekly,17,0
8049,7,monthly,weekly,0,0
8050,15,annually,monthly,3,1
8051,18,monthly,monthly,13,1
8052,10,annually,monthly,10,1
8053,18,monthly,weekly,29,0
8054,21,monthly,monthly,18,0
8055,8,monthly,monthly,8,0
8056,15,annually,monthly,24,0
8057,22,monthly,weekly,9,1
8058,33,annually,weekly,29,0
8059,35,annually,monthly,16,0
8060,4,annually,weekly,5,1
8061,30,monthly,weekly,4,0
8062,23,monthly,monthly,20,0
8063,16,monthly,daily,24,0
8064,34,monthly,daily,23,0
8065,18,annually,weekly,8,0
8066,15,annually,daily,2,1
8067,4,annually,monthly,22,0
8068,33,annually,daily,21,0
8069,17,annually,monthly,13,1
8070,5,monthly,weekly,16,1
8071,32,monthly,monthly,25,0
8072,25,monthly,daily,24,1
8073,13,monthly,weekly,14,0
8074,24,monthly,daily,18,1
8075,14,monthly,monthly,0,0
8076,23,monthly,daily,0,0
8077,24,monthly,monthly,26,1
8078,24,monthly,daily,6,0
8079,23,annually,daily,2,0
8080,19,monthly,monthly,7,0
8081,25,annually,daily,21,0
8082,13,monthly,monthly,26,0
8083,12,monthly,daily,22,1
8084,14,annually,monthly,24,0
8085,1,monthly,monthly,0,0
8086,16,annually,weekly,24,0
8087,26,annually,daily,19,0
8088,34,monthly,weekly,14,0
8089,27,annually,monthly,7,0
8090,12,annually,daily,12,0
8091,30,monthly,daily,26,0
8092,11,monthly,weekly,27,0
8093,22,monthly,weekly,1,1
8094,25,monthly,daily,27,1
8095,14,annually,monthly,1,0
8096,34,monthly,daily,23,0
8097,10,monthly,weekly,21,0
8098,35,monthly,monthly,14,0
8099,24,monthly,weekly,1,0
8100,3,annually,daily,16,0
8101,2,annually,daily,23,0
8102,30,monthly,monthly,19,0
8103,32,monthly,monthly,24,0
8104,5,annually,daily,23,0
8105,26,monthly,daily,0,0
8106,8,monthly,daily,20,0
8107,4,annually,monthly,29,0
8108,8,monthly,weekly,22,0
8109,21,annually,monthly,5,0
8110,25,annually,daily,15,1
8111,25,annually,weekly,9,0
8112,34,monthly,daily,13,0
8113,17,monthly,daily,4,0
8114,10,monthly,weekly,28,1
8115,29,annually,weekly,11,1
8116,15,monthly,daily,11,0
8117,31,annually,weekly,11,0
8118,11,annually,weekly,8,0
8119,34,annually,weekly,10,1
8120,29,annually,daily,23,1
8121,7,monthly,daily,28,0
8122,7,annually,weekly,13,0
8123,22,annually,monthly,15,0
8124,25,annually,weekly,23,0
8125,16,monthly,monthly,23,0
8126,12,annually,daily,17,0
8127,25,annually,weekly,29,0
8128,19,monthly,daily,26,1
8129,25,monthly,daily,5,0
8130,24,monthly,daily,1,0
8131,35,annually,daily,11,1
8132,6,monthly,monthly,21,0
8133,15,annually,weekly,4,0
8134,32,annually,daily,16,0
8135,18,annually,weekly,11,0
8136,35,annually,weekly,1,0
8137,1,annually,monthly,5,0
8138,20,monthly,daily,3,0
8139,28,annually,daily,8,0
8140,29,monthly,monthly,18,0
8141,6,annually,monthly,7,0
8142,26,monthly,weekly,5,0
8143,4,monthly,monthly,23,0
8144,7,monthly,daily,19,0
8145,21,monthly,monthly,27,0
8146,11,monthly,weekly,4,0
8147,2,annually,weekly,11,0
8148,22,monthly,daily,22,1
8149,14,monthly,monthly,11,0
8150,12,annually,monthly,7,0
8151,26,monthly,weekly,19,0
8152,5,monthly,monthly,25,0
8153,1,monthly,daily,4,1
8154,31,monthly,daily,2,0
8155,29,monthly,weekly,3,0
8156,10,monthly,monthly,4,0
8157,18,monthly,weekly,20,0
8158,16,annually,monthly,17,1
8159,17,annually,weekly,16,0
8160,25,annually,weekly,25,0
8161,18,monthly,monthly,0,1
8162,21,annually,weekly,11,0
8163,10,monthly,weekly,0,0
8164,32,monthly,weekly,6,1
8165,8,annually,daily,18,0
8166,27,monthly,monthly,9,0
8167,23,monthly,weekly,11,0
8168,33,monthly,monthly,27,1
8169,5,monthly,daily,14,0
8170,19,annually,monthly,8,0
8171,20,monthly,daily,11,1
8172,11,annually,monthly,9,0
8173,32,monthly,daily,4,0
8174,7,monthly,weekly,21,0
